Comune,Opera,Profondità,Longitudine_WGS84,Latitudine_WGS84,URL,LEGENDA
ROSARNO,POZZO PER ACQUA,95,16°01'11.68''E,38°26'45.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177016,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,95,15°58'10.67''E,38°33'31.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175628,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,108,15°59'01.64''E,38°35'27.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175571,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,50,15°59'07.57''E,38°23'08.84''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16713,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,45,15°55'26.69''E,38°23'36.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176833,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,90,16°01'31.69''E,38°24'26.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176683,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,34,15°59'43.53''E,38°32'11.54''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16765,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,80,16°01'09.70''E,38°26'39.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176970,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,81,16°02'28.68''E,38°26'26.20''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176348,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,98,15°58'58.66''E,38°34'42.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175607,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,80,15°56'29.00''E,38°23'45.00''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16681,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°03'44.68''E,38°24'25.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176574,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,55,16°01'35.69''E,38°25'56.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176942,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,70,16°03'20.70''E,38°24'34.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176544,POZZI IDRICI
LAUREANA DI BORRELLO,POZZO PER ACQUA,250,16°03'23.69''E,38°29'15.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176361,POZZI IDRICI
ACQUARO,POZZO PER ACQUA,90,16°10'54.66''E,38°33'18.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=153929,POZZI IDRICI
ANOIA,POZZO PER ACQUA,70,16°02'43.69''E,38°27'52.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176182,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,70,16°01'28.67''E,38°26'52.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177042,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,75,16°02'32.68''E,38°25'22.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176654,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,55,15°58'29.68''E,38°25'59.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176847,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,65,15°59'23.68''E,38°26'39.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176860,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,132,15°59'25.66''E,38°33'27.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175673,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,100,16°01'46.67''E,38°24'24.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176335,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,60,15°57'01.66''E,38°34'41.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175831,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,70,16°00'14.69''E,38°22'38.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177219,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,97,16°04'13.69''E,38°24'23.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176626,POZZI IDRICI
GALATRO,POZZO IDROPOTABILE (ACQUEDOTTISTICO),201,16°11'27.98''E,38°29'41.76''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16559,POZZI ACQUEDOTTISTICI
NICOTERA,POZZO PER ACQUA,115,15°55'48.65''E,38°34'52.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175791,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,60,16°04'31.69''E,38°23'56.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176758,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,50,15°59'46.05''E,38°24'25.54''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16687,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,106,16°01'38.68''E,38°26'07.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176313,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,95,15°55'37.98''E,38°33'59.22''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16772,POZZI IDRICI
MILETO,POZZO PER ACQUA,250,16°04'30.65''E,38°35'00.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175748,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,272,16°00'30.71''E,38°21'47.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177169,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,42,15°55'57.28''E,38°24'07.36''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16566,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,60,15°58'57.68''E,38°23'57.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177211,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,70,16°04'23.70''E,38°23'55.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176581,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,106,15°56'07.66''E,38°34'22.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175812,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,100,16°01'26.69''E,38°26'43.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176980,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°03'21.67''E,38°25'16.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176611,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,81,15°58'00.70''E,38°25'29.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176880,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,95,15°57'54.65''E,38°34'03.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175651,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,92,16°04'01.70''E,38°23'35.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176305,POZZI IDRICI
DINAMI,POZZO PER ACQUA,200,16°07'28.67''E,38°32'19.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175496,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,100,15°56'03.70''E,38°23'48.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176409,POZZI IDRICI
SAN GIORGIO MORGETO,POZZO PER ACQUA,80,16°05'35.70''E,38°23'44.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177004,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,42,16°00'19.69''E,38°23'38.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177059,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,75,15°57'59.29''E,38°21'20.23''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16710,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,55,15°58'13.66''E,38°26'49.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176963,POZZI IDRICI
JOPPOLO,POZZO PER ACQUA,101,15°54'24.00''E,38°36'07.00''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16762,POZZI IDRICI
GIOIA TAURO,POZZO PER ACQUA,60,15°56'06.68''E,38°24'53.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176392,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,93,16°01'31.69''E,38°27'01.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177013,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,115,15°58'57.65''E,38°31'59.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175624,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,110,15°58'02.64''E,38°32'01.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175808,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,100,15°57'27.65''E,38°32'22.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176289,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°05'18.67''E,38°24'11.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176640,POZZI IDRICI
TAURIANOVA,POZZO PER ACQUA,80,16°00'06.70''E,38°22'48.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177166,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,126,16°02'54.67''E,38°24'17.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176323,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,70,16°03'12.67''E,38°24'18.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176343,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,35,15°57'40.68''E,38°29'15.18''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176975,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,98,15°58'38.64''E,38°33'08.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175604,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,65,15°58'58.69''E,38°24'56.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177021,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,104,16°05'18.71''E,38°24'03.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176579,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,176,15°59'03.66''E,38°33'17.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175574,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,160,16°00'51.66''E,38°26'12.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=177048,POZZI IDRICI
CITTANOVA,POZZO PER ACQUA,110,16°04'33.71''E,38°23'16.19''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176354,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,346,15°56'58.67''E,38°31'12.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175827,POZZI IDRICI
SAN CALOGERO,POZZO PER ACQUA,208,16°01'33.67''E,38°33'27.14''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175845,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,80,16°02'46.22''E,38°24'42.30''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16595,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,80,16°02'29.69''E,38°25'18.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176676,POZZI IDRICI
ROSARNO,POZZO PER ACQUA,93,16°00'07.67''E,38°26'45.17''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176948,POZZI IDRICI
RIZZICONI,POZZO PER ACQUA,54,15°58'48.68''E,38°26'43.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176841,POZZI IDRICI
NICOTERA,POZZO PER ACQUA,100,15°57'28.66''E,38°32'22.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175835,POZZI IDRICI
SERRA SAN BRUNO,POZZO PER ACQUA,45,16°19'01.67''E,38°34'25.21''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=153938,POZZI IDRICI
POLISTENA,POZZO PER ACQUA,100,16°02'47.69''E,38°25'01.16''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=176662,POZZI IDRICI
SERRATA,POZZO PER ACQUA,43,16°03'55.68''E,38°31'11.75''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=16697,POZZI IDRICI
LIMBADI,POZZO PER ACQUA,100,15°57'50.65''E,38°32'56.15''N,http://sgi2.isprambiente.it/indagini/scheda_indagine.aspx?Codice=175618,POZZI IDRICI
